instance,casual,registered,count,season,year,month,holiday,weekday,workingday,weathertype,tempdenorm,acttempdenorm,humiditydenorm,windspeeddenorm
600,1094,6281,7375,Fall,Year 2012,Aug,Not A Holiday,Wed,Working Day,Clear:Good,27.3675,31.0927,67.7083,4.7089811
601,1363,6402,7765,Fall,Year 2012,Aug,Not A Holiday,Thr,Working Day,Clear:Good,28.529153,31.8504,63.5833,5.6679186
602,1325,6257,7582,Fall,Year 2012,Aug,Not A Holiday,Fri,Working Day,Cloudy:Adequet,28.8025,32.355,61.5,4.8337686
603,1829,4224,6053,Fall,Year 2012,Aug,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,27.128347,30.9348,71.2917,16.375336
604,1483,3772,5255,Fall,Year 2012,Aug,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,26.786653,29.7998,84.5833,15.333486
605,989,5928,6917,Fall,Year 2012,Aug,Not A Holiday,Mon,Working Day,Clear:Good,28.836653,32.7344,73.0417,8.625111
606,935,6105,7040,Fall,Year 2012,Aug,Not A Holiday,Tues,Working Day,Clear:Good,29.861653,33.3025,62,12.791975
607,1177,6520,7697,Fall,Year 2012,Aug,Not A Holiday,Wed,Working Day,Clear:Good,28.085,31.78665,55.2083,7.541654
608,1172,6541,7713,Fall,Year 2012,Aug,Not A Holiday,Thr,Working Day,Clear:Good,28.973347,32.63895,59.0417,5.1668189
609,1433,5917,7350,Fall,Year 2012,Aug,Not A Holiday,Fri,Working Day,Clear:Good,31.330847,34.47,58.75,11.291711
610,2352,3788,6140,Fall,Year 2012,Sept,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,30.886653,35.1327,63.8333,7.583529
611,2613,3197,5810,Fall,Year 2012,Sept,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,28.563347,32.45,81.5,4.2927436
612,1965,4069,6034,Fall,Year 2012,Sept,Holiday,Mon,Not A Working Day,Clear:Good,29.0075,33.08145,79.0833,10.125107
613,867,5997,6864,Fall,Year 2012,Sept,Not A Holiday,Tues,Working Day,Clear:Good,29.759153,34.3444,75.5,15.833507
614,832,6280,7112,Fall,Year 2012,Sept,Not A Holiday,Wed,Working Day,Clear:Good,30.203347,35.44915,74.125,12.583136
615,611,5592,6203,Fall,Year 2012,Sept,Not A Holiday,Thr,Working Day,Cloudy:Adequet,28.563347,32.76645,81.0417,9.542207
616,1045,6459,7504,Fall,Year 2012,Sept,Not A Holiday,Fri,Working Day,Clear:Good,28.836653,32.8602,73.625,11.500282
617,1557,4419,5976,Fall,Year 2012,Sept,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,27.025847,30.55605,79.9167,18.833968
618,2570,5657,8227,Fall,Year 2012,Sept,Not A Holiday,Sun,Not A Working Day,Clear:Good,25.01,28.94625,54.75,15.041232
619,1118,6407,7525,Fall,Year 2012,Sept,Not A Holiday,Mon,Working Day,Clear:Good,23.916653,28.2827,50.375,17.333771
620,1070,6697,7767,Fall,Year 2012,Sept,Not A Holiday,Tues,Working Day,Clear:Good,23.6775,27.7146,52,6.1676314
621,1050,6820,7870,Fall,Year 2012,Sept,Not A Holiday,Wed,Working Day,Clear:Good,24.565847,28.50375,57.7083,8.833682
622,1054,6750,7804,Fall,Year 2012,Sept,Not A Holiday,Thr,Working Day,Clear:Good,25.1125,28.9779,63.7083,5.5422936
623,1379,6630,8009,Fall,Year 2012,Sept,Not A Holiday,Fri,Working Day,Clear:Good,25.966653,29.70415,67.25,6.958821
624,3160,5554,8714,Fall,Year 2012,Sept,Not A Holiday,Sat,Not A Working Day,Clear:Good,24.941653,29.29335,50.1667,16.583907
625,2166,5167,7333,Fall,Year 2012,Sept,Not A Holiday,Sun,Not A Working Day,Clear:Good,23.78,28.15625,57,6.0422811
626,1022,5847,6869,Fall,Year 2012,Sept,Not A Holiday,Mon,Working Day,Cloudy:Adequet,23.814153,27.6525,73.4583,10.166714
627,371,3702,4073,Fall,Year 2012,Sept,Not A Holiday,Tues,Working Day,Cloudy:Adequet,25.556653,28.25335,87.25,23.958329
628,788,6803,7591,Fall,Year 2012,Sept,Not A Holiday,Wed,Working Day,Clear:Good,22.6525,27.0202,53.6667,14.416725
629,939,6781,7720,Fall,Year 2012,Sept,Not A Holiday,Thr,Working Day,Clear:Good,22.413347,26.6096,61.8333,7.917189
630,1250,6917,8167,Fall,Year 2012,Sept,Not A Holiday,Fri,Working Day,Clear:Good,24.565847,28.59855,66.875,10.333343
631,2512,5883,8395,Fall,Year 2012,Sept,Not A Holiday,Sat,Not A Working Day,Clear:Good,26.65,30.5244,64.6667,19.000061
632,2454,5453,7907,Winter,Year 2012,Sept,Not A Holiday,Sun,Not A Working Day,Clear:Good,21.695847,25.94665,46.7083,14.958286
633,1001,6435,7436,Winter,Year 2012,Sept,Not A Holiday,Mon,Working Day,Clear:Good,21.080847,25.12565,49.2917,9.541068
634,845,6693,7538,Winter,Year 2012,Sept,Not A Holiday,Tues,Working Day,Clear:Good,22.55,27.20895,57,15.833507
635,787,6946,7733,Winter,Year 2012,Sept,Not A Holiday,Wed,Working Day,Clear:Good,26.035,29.83065,63.0833,16.3748
636,751,6642,7393,Winter,Year 2012,Sept,Not A Holiday,Thr,Working Day,Cloudy:Adequet,26.65,30.39875,69.0833,9.000914
637,1045,6370,7415,Winter,Year 2012,Sept,Not A Holiday,Fri,Working Day,Cloudy:Adequet,25.385847,29.29315,69,10.999993
638,2589,5966,8555,Winter,Year 2012,Sept,Not A Holiday,Sat,Not A Working Day,Clear:Good,22.2425,26.5148,54.2917,15.249468
639,2015,4874,6889,Winter,Year 2012,Sept,Not A Holiday,Sun,Not A Working Day,Clear:Good,21.593347,25.88315,58.3333,9.042186
640,763,6015,6778,Winter,Year 2012,Oct,Not A Holiday,Mon,Working Day,Cloudy:Adequet,21.354153,25.6,64.9167,6.0838814
641,315,4324,4639,Winter,Year 2012,Oct,Not A Holiday,Tues,Working Day,LightRain:Bad,24.224153,27.11665,87.1667,6.999825
642,728,6844,7572,Winter,Year 2012,Oct,Not A Holiday,Wed,Working Day,Cloudy:Adequet,26.9575,29.95665,79.375,4.4585686
643,891,6437,7328,Winter,Year 2012,Oct,Not A Holiday,Thr,Working Day,Cloudy:Adequet,26.9575,30.39875,72.2917,7.875582
644,1516,6640,8156,Winter,Year 2012,Oct,Not A Holiday,Fri,Working Day,Clear:Good,25.215,29.00935,62.75,7.12545
645,3031,4934,7965,Winter,Year 2012,Oct,Not A Holiday,Sat,Not A Working Day,Clear:Good,22.720847,26.92605,66.4167,17.957675
646,781,2729,3510,Winter,Year 2012,Oct,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,17.049153,20.99065,70.8333,9.457854
647,874,4604,5478,Winter,Year 2012,Oct,Holiday,Mon,Not A Working Day,Cloudy:Adequet,15.716653,19.3804,70.9583,12.708493
648,601,5791,6392,Winter,Year 2012,Oct,Not A Holiday,Tues,Working Day,Cloudy:Adequet,18.313347,21.9056,76.1667,12.7501
649,780,6911,7691,Winter,Year 2012,Oct,Not A Holiday,Wed,Working Day,Clear:Good,21.080847,25.1571,63.0833,12.584007
650,834,6736,7570,Winter,Year 2012,Oct,Not A Holiday,Thr,Working Day,Clear:Good,17.835,21.55835,46.3333,12.166932
651,1060,6222,7282,Winter,Year 2012,Oct,Not A Holiday,Fri,Working Day,Clear:Good,17.9375,21.65355,53.9167,15.751164
652,2252,4857,7109,Winter,Year 2012,Oct,Not A Holiday,Sat,Not A Working Day,Clear:Good,16.126653,19.5698,49.4583,9.791514
653,2080,4559,6639,Winter,Year 2012,Oct,Not A Holiday,Sun,Not A Working Day,Clear:Good,21.388347,25.4102,64.0417,18.667004
654,760,5115,5875,Winter,Year 2012,Oct,Not A Holiday,Mon,Working Day,Cloudy:Adequet,23.028347,26.9575,70.75,19.834479
655,922,6612,7534,Winter,Year 2012,Oct,Not A Holiday,Tues,Working Day,Clear:Good,19.201653,23.0423,55.8333,12.208807
656,979,6482,7461,Winter,Year 2012,Oct,Not A Holiday,Wed,Working Day,Clear:Good,18.689153,22.5054,69.2917,6.791857
657,1008,6501,7509,Winter,Year 2012,Oct,Not A Holiday,Thr,Working Day,Cloudy:Adequet,21.4225,25.63125,72.8333,15.874779
658,753,4671,5424,Winter,Year 2012,Oct,Not A Holiday,Fri,Working Day,Cloudy:Adequet,23.096653,26.8948,81.5,9.041918
659,2806,5284,8090,Winter,Year 2012,Oct,Not A Holiday,Sat,Not A Working Day,Clear:Good,19.850847,23.6421,57.2917,7.874979
660,2132,4692,6824,Winter,Year 2012,Oct,Not A Holiday,Sun,Not A Working Day,Clear:Good,19.030847,22.82145,51,11.125618
661,830,6228,7058,Winter,Year 2012,Oct,Not A Holiday,Mon,Working Day,Clear:Good,19.9875,24.1471,56.8333,5.4593811
662,841,6625,7466,Winter,Year 2012,Oct,Not A Holiday,Tues,Working Day,Clear:Good,22.310847,26.5152,64.1667,6.3345686
663,795,6898,7693,Winter,Year 2012,Oct,Not A Holiday,Wed,Working Day,Clear:Good,24.0875,27.93605,63.625,4.8762064
664,875,6484,7359,Winter,Year 2012,Oct,Not A Holiday,Thr,Working Day,Cloudy:Adequet,22.55,26.4844,80.0417,8.333125
665,1182,6262,7444,Winter,Year 2012,Oct,Not A Holiday,Fri,Working Day,Cloudy:Adequet,22.379153,26.1375,80.7083,8.875289
666,2643,5209,7852,Winter,Year 2012,Oct,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,21.73,25.75665,72,15.791364
667,998,3461,4459,Winter,Year 2012,Oct,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,19.5775,23.38855,69.4583,26.666536
668,2,20,22,Winter,Year 2012,Oct,Not A Holiday,Mon,Working Day,LightRain:Bad,18.04,21.97,88,23.9994
669,87,1009,1096,Winter,Year 2012,Oct,Not A Holiday,Tues,Working Day,Cloudy:Adequet,13.045462,15.49545,82.5455,14.271603
670,419,5147,5566,Winter,Year 2012,Oct,Not A Holiday,Wed,Working Day,Cloudy:Adequet,14.6575,18.055,66.6667,11.166689
671,466,5520,5986,Winter,Year 2012,Nov,Not A Holiday,Thr,Working Day,Cloudy:Adequet,14.999153,18.4971,58.1667,10.542182
672,618,5229,5847,Winter,Year 2012,Nov,Not A Holiday,Fri,Working Day,Clear:Good,14.555,17.8021,52.2083,17.833725
673,1029,4109,5138,Winter,Year 2012,Nov,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,14.076653,16.1923,49.125,18.125443
674,1201,3906,5107,Winter,Year 2012,Nov,Not A Holiday,Sun,Not A Working Day,Clear:Good,13.359153,16.4769,53.2917,12.000236
675,378,4881,5259,Winter,Year 2012,Nov,Not A Holiday,Mon,Working Day,Clear:Good,13.085847,15.40375,49.4167,15.833775
676,466,5220,5686,Winter,Year 2012,Nov,Not A Holiday,Tues,Working Day,Clear:Good,11.514153,14.07835,56.7083,11.625371
677,326,4709,5035,Winter,Year 2012,Nov,Not A Holiday,Wed,Working Day,Cloudy:Adequet,12.129153,13.73105,54.75,20.375236
678,340,4975,5315,Winter,Year 2012,Nov,Not A Holiday,Thr,Working Day,Clear:Good,14.439134,17.09455,33.3478,23.304945
679,709,5283,5992,Winter,Year 2012,Nov,Not A Holiday,Fri,Working Day,Clear:Good,14.828347,17.77065,54.0833,14.375386
680,2090,4446,6536,Winter,Year 2012,Nov,Not A Holiday,Sat,Not A Working Day,Clear:Good,15.955847,19.69685,64.5417,3.8756686
681,2290,4562,6852,Winter,Year 2012,Nov,Not A Holiday,Sun,Not A Working Day,Clear:Good,17.254153,21.08565,65.9167,8.5425
682,1097,5172,6269,Winter,Year 2012,Nov,Holiday,Mon,Not A Working Day,Clear:Good,19.885,23.76915,74.1667,11.625639
683,327,3767,4094,Winter,Year 2012,Nov,Not A Holiday,Tues,Working Day,Cloudy:Adequet,14.076653,16.16125,66.2917,22.917082
684,373,5122,5495,Winter,Year 2012,Nov,Not A Holiday,Wed,Working Day,Clear:Good,11.855847,14.07815,55.2083,13.374875
685,320,5125,5445,Winter,Year 2012,Nov,Not A Holiday,Thr,Working Day,Cloudy:Adequet,13.188347,16.2246,62.0417,10.250129
686,484,5214,5698,Winter,Year 2012,Nov,Not A Holiday,Fri,Working Day,Clear:Good,14.145,17.3602,52.4583,11.458675
687,1313,4316,5629,Winter,Year 2012,Nov,Not A Holiday,Sat,Not A Working Day,Clear:Good,13.325,16.31915,54.5417,12.041843
688,922,3747,4669,Winter,Year 2012,Nov,Not A Holiday,Sun,Not A Working Day,Clear:Good,14.0425,16.8873,69.2917,15.250004
689,449,5050,5499,Winter,Year 2012,Nov,Not A Holiday,Mon,Working Day,Cloudy:Adequet,15.614153,18.78105,62.3333,15.749489
690,534,5100,5634,Winter,Year 2012,Nov,Not A Holiday,Tues,Working Day,Cloudy:Adequet,15.340847,19.03335,68.5,5.542575
691,615,4531,5146,Winter,Year 2012,Nov,Not A Holiday,Wed,Working Day,Clear:Good,14.486653,18.2446,61.375,6.917482
692,955,1470,2425,Winter,Year 2012,Nov,Holiday,Thr,Not A Working Day,Clear:Good,13.94,17.51855,58.0417,3.5423436
693,1603,2307,3910,Winter,Year 2012,Nov,Not A Holiday,Fri,Working Day,Clear:Good,15.101653,18.93895,56.875,9.917407
694,532,1745,2277,Winter,Year 2012,Nov,Not A Holiday,Sat,Not A Working Day,Clear:Good,11.411653,12.4371,40.4583,25.250357
695,309,2115,2424,Winter,Year 2012,Nov,Not A Holiday,Sun,Not A Working Day,Clear:Good,10.079153,12.87915,46.8333,10.0835
696,337,4750,5087,Winter,Year 2012,Nov,Not A Holiday,Mon,Working Day,Clear:Good,12.846653,16.9502,53.5417,3.12555
697,123,3836,3959,Winter,Year 2012,Nov,Not A Holiday,Tues,Working Day,Cloudy:Adequet,11.958347,14.0779,78.6667,15.916654
698,198,5062,5260,Winter,Year 2012,Nov,Not A Holiday,Wed,Working Day,Clear:Good,12.163347,14.4881,50.625,14.125007
699,243,5080,5323,Winter,Year 2012,Nov,Not A Holiday,Thr,Working Day,Clear:Good,11.51567,14.9211,55.5652,7.739974
700,362,5306,5668,Winter,Year 2012,Nov,Not A Holiday,Fri,Working Day,Clear:Good,12.231653,16.19335,64.9583,3.9175436
701,951,4240,5191,Winter,Year 2012,Dec,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,12.231653,15.8452,80.6667,4.0001814
702,892,3757,4649,Winter,Year 2012,Dec,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,14.2475,17.9604,82.3333,8.333393
703,555,5679,6234,Winter,Year 2012,Dec,Not A Holiday,Mon,Working Day,Clear:Good,18.5525,22.7898,76.75,5.5422936
704,551,6055,6606,Winter,Year 2012,Dec,Not A Holiday,Tues,Working Day,Clear:Good,19.509153,23.4527,73.375,11.666643
705,331,5398,5729,Winter,Year 2012,Dec,Not A Holiday,Wed,Working Day,Clear:Good,17.971653,21.4006,48.5,21.709407
706,340,5035,5375,Winter,Year 2012,Dec,Not A Holiday,Thr,Working Day,Clear:Good,10.489153,12.9102,50.875,11.708518
707,349,4659,5008,Winter,Year 2012,Dec,Not A Holiday,Fri,Working Day,Cloudy:Adequet,13.154153,16.0979,76.4167,8.7502
708,1153,4429,5582,Winter,Year 2012,Dec,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,15.648347,19.4754,91.125,6.792393
709,441,2787,3228,Winter,Year 2012,Dec,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,15.750847,19.5073,90.5417,10.584325
710,329,4841,5170,Winter,Year 2012,Dec,Not A Holiday,Mon,Working Day,Cloudy:Adequet,17.869153,21.77875,92.5,12.750636
711,282,5219,5501,Winter,Year 2012,Dec,Not A Holiday,Tues,Working Day,Cloudy:Adequet,14.486653,16.91815,59.6667,19.834479
712,310,5009,5319,Winter,Year 2012,Dec,Not A Holiday,Wed,Working Day,Cloudy:Adequet,12.1975,14.8669,53.8333,10.916779
713,425,5107,5532,Winter,Year 2012,Dec,Not A Holiday,Thr,Working Day,Clear:Good,12.129153,14.7094,48.5833,11.666643
714,429,5182,5611,Winter,Year 2012,Dec,Not A Holiday,Fri,Working Day,Clear:Good,11.548347,14.7096,64.2917,8.792343
715,767,4280,5047,Winter,Year 2012,Dec,Not A Holiday,Sat,Not A Working Day,Clear:Good,13.290847,16.91915,65.0417,7.12545
716,538,3248,3786,Winter,Year 2012,Dec,Not A Holiday,Sun,Not A Working Day,Cloudy:Adequet,14.8625,18.4969,83.875,6.749714
717,212,4373,4585,Winter,Year 2012,Dec,Not A Holiday,Mon,Working Day,Cloudy:Adequet,16.126653,20.075,90.7083,6.5833061
718,433,5124,5557,Winter,Year 2012,Dec,Not A Holiday,Tues,Working Day,Clear:Good,16.844153,20.4854,66.625,14.834068
719,333,4934,5267,Winter,Year 2012,Dec,Not A Holiday,Wed,Working Day,Clear:Good,13.6325,17.1081,62.5417,12.334164
720,314,3814,4128,Winter,Year 2012,Dec,Not A Holiday,Thr,Working Day,Cloudy:Adequet,13.53,16.76085,66.7917,8.875021
721,221,3402,3623,Spring,Year 2012,Dec,Not A Holiday,Fri,Working Day,Cloudy:Adequet,13.393347,15.08835,55.6667,25.083661
722,205,1544,1749,Spring,Year 2012,Dec,Not A Holiday,Sat,Not A Working Day,Clear:Good,10.899153,11.80565,44.125,27.292182
723,408,1379,1787,Spring,Year 2012,Dec,Not A Holiday,Sun,Not A Working Day,Clear:Good,10.079153,12.97355,51.5417,8.916561
724,174,746,920,Spring,Year 2012,Dec,Not A Holiday,Mon,Working Day,Cloudy:Adequet,9.483464,12.945,79.1304,5.1744368
725,440,573,1013,Spring,Year 2012,Dec,Holiday,Tues,Not A Working Day,Cloudy:Adequet,11.943464,14.72325,73.4783,11.304642
726,9,432,441,Spring,Year 2012,Dec,Not A Holiday,Wed,Working Day,LightRain:Bad,9.976653,11.01665,82.3333,21.208582
727,247,1867,2114,Spring,Year 2012,Dec,Not A Holiday,Thr,Working Day,Cloudy:Adequet,10.420847,11.3321,65.2917,23.458911
728,644,2451,3095,Spring,Year 2012,Dec,Not A Holiday,Fri,Working Day,Cloudy:Adequet,10.386653,12.7523,59,10.416557
729,159,1182,1341,Spring,Year 2012,Dec,Not A Holiday,Sat,Not A Working Day,Cloudy:Adequet,10.386653,12.12,75.2917,8.333661
730,364,1432,1796,Spring,Year 2012,Dec,Not A Holiday,Sun,Not A Working Day,Clear:Good,10.489153,11.585,48.3333,23.500518
731,439,2290,2729,Spring,Year 2012,Dec,Not A Holiday,Mon,Working Day,Cloudy:Adequet,8.849153,11.17435,57.75,10.374682
